Word,Conc.M,Conc.SD
privilege,1.93,1.28
proactive,1.93,0.9
professionalism,1.93,1.25
prohibit,1.93,0.92
prohibitively,1.93,1.05
promptness,1.93,1.23
properly,1.93,1.09
prophecy,1.93,1.21
prosecution,1.93,1.22
prospective,1.93,1.07
qualify,1.93,1.23
racy,1.93,1.09
reason,1.93,1.36
reasonableness,1.93,1
reassured,1.93,1.21
recommitment,1.93,1.18
recurrent,1.93,1.22
rediscovery,1.93,1.13
reformulate,1.93,1.21
regulative,1.93,1.11
reimbursable,1.93,1.22
relentless,1.93,1.19
reliantly,1.93,0.96
rely,1.93,1.15
reprehensibly,1.93,1.3
requalification,1.93,1.24
restorable,1.93,1.15
retainable,1.93,1.21
reunification,1.93,1.02
rightly,1.93,0.9
romantic,1.93,0.92
ruthlessly,1.93,1.14
satiric,1.93,1
searchingly,1.93,0.87
seismology,1.93,1.12
shareable,1.93,1.09
simplistic,1.93,1.07
sinfully,1.93,1.13
singularize,1.93,1.17
skillful,1.93,1
slanderous,1.93,1.12
snappily,1.93,1.31
somberness,1.93,1.11
sophisticate,1.93,1.12
standardization,1.93,1.21
standardized,1.93,0.96
stateless,1.93,1.41
stoically,1.93,1.07
strategic,1.93,1.12
strategy,1.93,1.16
stubbornly,1.93,0.98
subliminal,1.93,0.96
suitable,1.93,0.83
summarily,1.93,1.27
summed,1.93,1.28
supercritical,1.93,1.11
superiority,1.93,0.87
supposing,1.93,1.05
sustaining,1.93,0.98
sustainment,1.93,1.12
swaggering,1.93,1.04
tangibility,1.93,0.9
tantalization,1.93,1.04
technicality,1.93,1.21
telepathic,1.93,1.14
temperedness,1.93,1.21
tempting,1.93,1.03
theology,1.93,1.47
thermodynamic,1.93,1.05
thievish,1.93,1.03
transcend,1.93,1.14
unabatedly,1.93,1.14
unabbreviated,1.93,1.02
unaddressed,1.93,1.21
unalterably,1.93,1.05
unapologetic,1.93,1.27
unappreciative,1.93,1.08
unavailable,1.93,1.05
uncelebrated,1.93,1.21
unchangingly,1.93,1.21
uncharacteristically,1.93,1.03
uncomplimentary,1.93,1.03
uncompromising,1.93,1.3
unconditioned,1.93,1.11
uncontained,1.93,1.05
uncontroversial,1.93,1.25
unconvincing,1.93,1.02
underrated,1.93,1.12
undistracted,1.93,1.09
unease,1.93,1.03
unending,1.93,1.27
unfaithful,1.93,1.33
ungracefully,1.93,1.12
unification,1.93,0.88
unimpassioned,1.93,1.14
unissued,1.93,1.05
unlikely,1.93,1.07
unmanaged,1.93,1
unofficially,1.93,1.17
unreliability,1.93,1.09
unrequested,1.93,1.41
unsentimentally,1.93,1.09
unserious,1.93,1.14
unsolvable,1.93,1.24
unsoundness,1.93,0.96
unsuitableness,1.93,0.83
unvisited,1.93,1.17
unwarranted,1.93,1.07
unworthy,1.93,1.24
upbeat,1.93,1.21
urge,1.93,0.92
vanishingly,1.93,0.96
vantage,1.93,1.05
variableness,1.93,1.1
vary,1.93,1.02
vastly,1.93,0.92
viability,1.93,1.27
vital,1.93,1.21
vitalize,1.93,1.07
voluntariness,1.93,1.09
want,1.93,1.33
warranted,1.93,1.05
weirdness,1.93,1.08
whimsical,1.93,1.12
whoever,1.93,1.17
whom,1.93,1.27
wildly,1.93,1.16
willfully,1.93,1.08
wished,1.93,1
wit,1.93,1.12
woefulness,1.93,1.17
workability,1.93,1.05
wrongfully,1.93,0.96
at large,1.93,1.31
break even,1.93,1.24
figure out,1.93,1.28
for instance,1.93,0.94
jazz up,1.93,1.31
mind boggling,1.93,1.07
square one,1.93,1.14
abatement,1.92,1.29
accumulativeness,1.92,0.97
acute,1.92,1.12
affectedly,1.92,1.12
affectionately,1.92,1.06
agoraphobia,1.92,1.26
allegeable,1.92,0.95
allowably,1.92,0.78
allure,1.92,1.29
alternatively,1.92,1.23
amends,1.92,1.09
amorousness,1.92,0.81
anarchism,1.92,1.18
annotative,1.92,1.16
applicatory,1.92,1.19
ascendency,1.92,0.93
atomically,1.92,1.06
awful,1.92,1.09
been,1.92,1.38
belonging,1.92,1.06
bewilderingly,1.92,0.98
biogenetically,1.92,1.22
bizarreness,1.92,1.02
boomingly,1.92,1.12
braggingly,1.92,1.02
braveness,1.92,0.91
bribable,1.92,1.09
candidateship,1.92,1.08
cherishingly,1.92,1.1
claimless,1.92,1.02
coincident,1.92,1.02
collaterally,1.92,0.89
communistic,1.92,1.22
compounding,1.92,1.23
comprehendible,1.92,1.2
conceivableness,1.92,1.18
considerate,1.92,1.19
consolable,1.92,1.02
consolingly,1.92,1.12
corroboration,1.92,1.12
counterhypothesis,1.92,1.14
countertype,1.92,0.97
coyly,1.92,0.84
credence,1.92,1.12
crossly,1.92,0.98
cumulatively,1.92,1.12
daintiness,1.92,1.06
dashingly,1.92,0.84
deafly,1.92,1.06
decide,1.92,1.25
declaratory,1.92,0.93
defectiveness,1.92,1.22
defer,1.92,1.32
deference,1.92,1.13
definability,1.92,1.16
degenerateness,1.92,0.83
democratically,1.92,1.21
derivable,1.92,0.95
desirable,1.92,1.19
desirableness,1.92,1.18
destituteness,1.92,1.06
detestation,1.92,1.23
diagnose,1.92,1.13
dimensionality,1.92,1.13
disappointed,1.92,1.09
dishonorable,1.92,1.14
dissemination,1.92,1.21
disunion,1.92,1.09
dystopia,1.92,1.25
elegancy,1.92,0.89
emotionalism,1.92,1.13
enlisted,1.92,1.23
entranced,1.92,1.02
equivalence,1.92,1.19
evolvement,1.92,1.19
exclusively,1.92,1.26
expensively,1.92,1.06
extortive,1.92,1.1
extraordinariness,1.92,1.2
farsightedly,1.92,0.93
fatalistically,1.92,1.06
favorableness,1.92,1.19
featherbrained,1.92,0.98
felonious,1.92,1.09
fiscally,1.92,1.13
flirtingly,1.92,1.1
folly,1.92,1.02
forbearance,1.92,0.95
foregoing,1.92,1.25
forgive,1.92,1.21
formulation,1.92,1.13
fraternalism,1.92,1.32
freakishly,1.92,1.09
freelance,1.92,1.13
fretfulness,1.92,1.13
function,1.92,1
funk,1.92,1.32
furthermost,1.92,1.21
gallant,1.92,1.26
gloatingly,1.92,1.08
haggardness,1.92,1.19
haphazardness,1.92,1.29
haughtily,1.92,0.95
helplessly,1.92,0.97
hurriedly,1.92,1.06
hyperirritability,1.92,1.1
illusory,1.92,1.08
immediateness,1.92,1.15
impenetrably,1.92,1.02
inadvisability,1.92,1.26
inconquerable,1.92,1.12
incontestability,1.92,1.15
incumbency,1.92,1.06
indecently,1.92,1.04
indisposition,1.92,0.98
inexhaustible,1.92,1.06
inexhaustibleness,1.92,1.29
inexpensiveness,1.92,1.16
infuriation,1.92,1.28
ingrained,1.92,0.89
inhospitable,1.92,1.23
intactness,1.92,1.08
intelligibly,1.92,1.23
interblend,1.92,1.1
interfaith,1.92,1.04
interrogative,1.92,1.2
interrogatively,1.92,1.02
introspect,1.92,1.06
invariably,1.92,0.89
involuntarily,1.92,1.2
irately,1.92,0.97
jubilantly,1.92,0.84
jubilatory,1.92,1.12
knowledgeable,1.92,1.08
lifelong,1.92,1.26
liking,1.92,0.7
logicality,1.92,1.32
lucratively,1.92,0.83
marginal,1.92,1.09
mettlesome,1.92,1.32
misrule,1.92,1.06
multifariously,1.92,1.02
mundane,1.92,1.15
negation,1.92,0.95
negligent,1.92,1.13
noncommunist,1.92,1.38
noncriminal,1.92,1.26
nonoccurrence,1.92,1.35
offhandedly,1.92,1.09
omnipotent,1.92,1.38
overspecialized,1.92,1.16
overwhelmed,1.92,1.09
participative,1.92,0.88
patiently,1.92,1.08
patrimonial,1.92,0.95
peaceable,1.92,1.2
perilous,1.92,0.98
perpetuate,1.92,1.15
perseverance,1.92,0.98
pervasiveness,1.92,1.2
plaintive,1.92,1.26
platonically,1.92,1.35
pompousness,1.92,1.21
prayerfully,1.92,0.95
profanely,1.92,1.09
protracted,1.92,1.1
prudery,1.92,1.1
purer,1.92,1.19
quantitative,1.92,1.23
recentralization,1.92,1.1
recommit,1.92,0.91
reconciliatory,1.92,1.08
reconfirm,1.92,1.02
rededication,1.92,1.32
reformer,1.92,1.23
reformulation,1.92,1.2
regression,1.92,1.09
renegotiate,1.92,1.15
requisitely,1.92,1
resultant,1.92,1.18
revealingly,1.92,0.93
salutary,1.92,1.02
sappiness,1.92,0.93
scintillating,1.92,1.29
scrappily,1.92,1.06
scruple,1.92,1.02
sectionalism,1.92,1.12
selfish,1.92,1.2
semiofficial,1.92,1.23
semiofficially,1.92,0.93
shrewd,1.92,0.95
simplifier,1.92,1.1
slumberous,1.92,1.02
smalltime,1.92,1.16
snappishly,1.92,0.95
sophistication,1.92,1.04
spiritless,1.92,1.26
standoffishness,1.92,1.15
steadfast,1.92,0.91
steadfastly,1.92,1.29
stiflingly,1.92,0.84
stonyhearted,1.92,0.98
strangely,1.92,1.06
subjugation,1.92,0.97
surprisingly,1.92,1.04
syllabic,1.92,1.23
symbolization,1.92,1.13
systemically,1.92,1.06
tauntingly,1.92,1
tempestuous,1.92,0.81
tenderheartedness,1.92,1.09
terseness,1.92,1.02
thrifty,1.92,0.89
totality,1.92,0.84
touristy,1.92,1.15
transversally,1.92,1.16
trendiness,1.92,1.1
triumphing,1.92,1.26
unachieved,1.92,1.2
uncannily,1.92,1.09
uncomely,1.92,1.15
uncomforting,1.92,1.16
uncompromised,1.92,1.35
undeceive,1.92,0.95
underbid,1.92,1.21
underhandedness,1.92,1.19
understanding,1.92,1.32
underutilized,1.92,1.12
undiscounted,1.92,1.21
uneager,1.92,1.13
unfavorable,1.92,1.16
unmusically,1.92,1.06
unnoted,1.92,1
unreeling,1.92,1.06
unrepresented,1.92,1.08
unrestraint,1.92,1.26
unrevealingly,1.92,1.02
unsentimental,1.92,1.2
unstated,1.92,1.08
untrustworthiness,1.92,1.35
unvanquished,1.92,1.13
unversed,1.92,1.22
unworkable,1.92,1.2
vanquishing,1.92,0.93
vehement,1.92,1.41
virginally,1.92,1.09
voluminously,1.92,1.16
whatnot,1.92,1.32
wistfulness,1.92,1.06
wryness,1.92,1.08
yieldingly,1.92,0.98
zillionth,1.92,1.35
common good,1.92,1.13
poverty line,1.92,1.35
win over,1.92,1.2
accountably,1.91,1.24
accusable,1.91,0.95
better,1.91,1.04
blessedly,1.91,1.24
cavalierly,1.91,1
comprehensibleness,1.91,1.2
conceptualism,1.91,1.15
conjugational,1.91,1.02
contradictable,1.91,0.75
dictatorially,1.91,1.15
disciplinable,1.91,1.16
dissolute,1.91,1
droningly,1.91,1.28
endways,1.91,1
everyway,1.91,1.28
evolutionally,1.91,0.79
exceedingly,1.91,0.79
exhaustibility,1.91,1.24
expeditiousness,1.91,1.23
extenuation,1.91,1.23
extrinsic,1.91,1.16
factorize,1.91,1.15
flagrantly,1.91,1.15
fortunateness,1.91,1.16
heinousness,1.91,0.9
heterogenic,1.91,1.11
hypocritically,1.91,1.08
indefensibility,1.91,1.06
informality,1.91,1.04
ingeniousness,1.91,1.16
intuitionism,1.91,1.23
invitingness,1.91,1.06
lamentably,1.91,1.31
misinterpretation,1.91,1.2
palpably,1.91,1.38
potential,1.91,1.28
proliferation,1.91,0.95
psychosomatics,1.91,1.12
ragging,1.91,1.06
repellently,1.91,1
scandalously,1.91,1.12
shiftily,1.91,1.04
shifty,1.91,1.04
shucks,1.91,1.38
strictness,1.91,0.95
unalike,1.91,1.16
underrating,1.91,1.04
undoable,1.91,1.15
unpleasant,1.91,1.03
vain,1.91,1.23
vamped,1.91,1.16
academically,1.9,1.03
acclimation,1.9,0.77
accurate,1.9,1.18
adjustably,1.9,0.77
afterlife,1.9,1.32
almighty,1.9,1.04
antipatriotic,1.9,1.21
antipoverty,1.9,1.05
approachability,1.9,0.98
artfulness,1.9,1.26
briefly,1.9,0.9
carelessly,1.9,0.94
catty,1.9,0.9
cheerlessly,1.9,0.9
chiefly,1.9,0.86
choice,1.9,1.14
civilize,1.9,1.06
cockily,1.9,1.18
commiserate,1.9,1.14
comparably,1.9,1.08
conclusively,1.9,1.18
concurrency,1.9,1.12
confidentially,1.9,1.26
conformational,1.9,1.26
constructive,1.9,1.11
controllably,1.9,1.01
correlated,1.9,1.06
correspondingly,1.9,1.11
crankiness,1.9,1.06
decisiveness,1.9,1.18
declinable,1.9,1.05
defectively,1.9,1.01
departmental,1.9,1.14
depressingly,1.9,1.16
desperation,1.9,0.94
dicey,1.9,1.05
difficultness,1.9,1.09
difficulty,1.9,1.11
disagreeable,1.9,1.09
discourage,1.9,0.98
dishonesty,1.9,1.09
disregard,1.9,1.14
distortedly,1.9,1.11
divinity,1.9,1.18
downheartedly,1.9,1.03
dynamically,1.9,1.23
egotism,1.9,1.18
egotistic,1.9,1.08
elusive,1.9,1.05
endearing,1.9,1.11
evenhandedly,1.9,1.23
exoneration,1.9,1.05
exploratory,1.9,1.14
extenuate,1.9,1.01
familiarization,1.9,0.77
fatefulness,1.9,1.11
fearless,1.9,1.09
forbidden,1.9,0.94
formerly,1.9,1.05
frankness,1.9,0.94
futurist,1.9,1.22
gentlewomanly,1.9,1
glowingly,1.9,1.24
gradual,1.9,1.01
harmless,1.9,1.35
homeliness,1.9,1.18
horridly,1.9,0.96
idleness,1.9,1.21
inertness,1.9,1.11
inexperienced,1.9,1.22
inextricability,1.9,1.17
inflexibility,1.9,1.06
insignificant,1.9,1.14
irreparably,1.9,1.11
issuing,1.9,0.96
its,1.9,1.26
leisurely,1.9,1.18
liberally,1.9,1.14
longevity,1.9,1.05
luckless,1.9,1.01
macho,1.9,0.91
maliciousness,1.9,1.11
maturing,1.9,0.98
melodramatically,1.9,1.05
meticulous,1.9,0.94
mischief,1.9,1.03
moderation,1.9,0.88
moralistic,1.9,1.01
mundanely,1.9,0.86
mutually,1.9,1.08
needful,1.9,0.9
nonaggression,1.9,1.11
objectionable,1.9,1.18
openness,1.9,1.11
optimist,1.9,1.09
optional,1.9,1.05
outrageously,1.9,1.11
overconfident,1.9,1.18
patriotic,1.9,1.3
perfection,1.9,1.18
periodically,1.9,1.21
persuasion,1.9,1.18
predefine,1.9,1.05
predictably,1.9,1.18
premarital,1.9,0.99
premonition,1.9,1.08
pretentiousness,1.9,0.99
preventable,1.9,1.21
proudly,1.9,0.94
provocative,1.9,1.21
pseudo,1.9,1.14
publishable,1.9,1.27
quantum,1.9,1.26
randomly,1.9,1.08
reassignment,1.9,1.32
recollect,1.9,1.08
refutable,1.9,0.98
reinstate,1.9,1.18
reinterpretation,1.9,1.14
remorsefulness,1.9,1.08
reoccur,1.9,0.8
satisfaction,1.9,1.21
selectively,1.9,1.26
sensuous,1.9,1.37
similarity,1.9,0.98
slight,1.9,1.18
slyness,1.9,1.18
smashingly,1.9,1.08
solidarity,1.9,0.98
sorry,1.9,1.37
staunch,1.9,0.94
sufficient,1.9,1.21
super,1.9,0.98
supremacy,1.9,1.05
surpassing,1.9,1.06
symptomless,1.9,0.98
technically,1.9,1.08
tranquil,1.9,0.96
trickery,1.9,1.18
truthful,1.9,1.3
unadjusted,1.9,1.05
unanswerable,1.9,1.29
unashamedly,1.9,1.12
undermine,1.9,1.18
undiversified,1.9,1.01
unenhanced,1.9,1.12
unequaled,1.9,1.21
unintended,1.9,1.11
uninterestedly,1.9,1.18
unjustly,1.9,0.98
usual,1.9,1.18
victimization,1.9,1.24
violently,1.9,1.11
warmhearted,1.9,1.21
by far,1.9,1.21
dead air,1.9,1.18
identity crisis,1.9,1.23
put off,1.9,1.21
abominable,1.89,0.99
adeptness,1.89,1.19
admiringly,1.89,1.03
agitatedly,1.89,1.03
amazement,1.89,1.01
apocalyptical,1.89,0.89
arrestingly,1.89,1.09
artless,1.89,1.13
attest,1.89,1.07
authentically,1.89,1.12
awe,1.89,1.22
beautifulness,1.89,1.01
begrudge,1.89,0.99
begrudgingly,1.89,0.83
belated,1.89,0.93
benign,1.89,1.15
blissfully,1.89,0.96
bolster,1.89,0.96
braininess,1.89,0.83
brainlessly,1.89,1.07
chivalrousness,1.89,1.09
civilizable,1.89,1.2
classifiable,1.89,1.19
codependency,1.89,1.34
comfortingly,1.89,1.09
communicatory,1.89,1.22
compassion,1.89,1.01
competitive,1.89,1.05
comprise,1.89,1.19
conservatism,1.89,1.03
conspicuous,1.89,0.93
coveted,1.89,0.99
coy,1.89,1.1
deceptiveness,1.89,1.01
declaratively,1.89,1.12
declassify,1.89,0.92
deficient,1.89,1.13
dejected,1.89,0.96
demonize,1.89,1.17
depend,1.89,1.2
depreciate,1.89,0.92
desensitize,1.89,1.15
desirability,1.89,0.92
disappoint,1.89,1.09
disapprove,1.89,1.15
disbelief,1.89,1.15
discernibleness,1.89,1.15
discountable,1.89,1.28
dishonest,1.89,1.2
disproportionable,1.89,1.01
disqualification,1.89,1.23
disregardful,1.89,1.07
distressing,1.89,0.97
disturbed,1.89,0.89
diversification,1.89,1.09
dogmatic,1.89,1.25
dogmatism,1.89,1.22
effortful,1.89,1.25
elsewhere,1.89,0.88
endangerment,1.89,1.05
enthrallingly,1.89,0.8
everlasting,1.89,1.34
expect,1.89,1.13
extendibility,1.89,1.29
extenuating,1.89,1.05
fascination,1.89,1.03
feloniously,1.89,1.03
fetchingly,1.89,1.03
foremanship,1.89,0.88
formidably,1.89,1.12
fully,1.89,1.28
gleesome,1.89,1.12
greatly,1.89,1.1
hauntingly,1.89,1.12
heartfelt,1.89,0.99
heedless,1.89,1.22
herein,1.89,1.34
hospitably,1.89,1.2
illicit,1.89,1.03
imminent,1.89,1.31
impassively,1.89,1.09
impeachability,1.89,1.19
imprudent,1.89,1.1
inartistic,1.89,1.22
incomprehensibly,1.89,1.17
inconsolability,1.89,1.07
indifferent,1.89,1.17
indignantly,1.89,0.85
indiscriminating,1.89,0.97
indisputable,1.89,1.12
ingenious,1.89,1.2
innocence,1.89,1.2
inspirationally,1.89,1.23
integration,1.89,0.97
intellectuality,1.89,0.96
internalization,1.89,1.09
invigoration,1.89,1.19
irrefutable,1.89,1.29
irrelevancy,1.89,1.42
joyless,1.89,0.85
like,1.89,0.99
loathing,1.89,1.23
lofty,1.89,1.01
longshot,1.89,0.99
lordliness,1.89,1.07
maddeningly,1.89,1.13
marketwise,1.89,0.96
melancholic,1.89,1.03
minimalism,1.89,1.23
misadvise,1.89,0.92
moronic,1.89,0.93
mortifying,1.89,1.28
nearly,1.89,0.97
neglectfully,1.89,1.28
noble,1.89,1.15
nondependent,1.89,1.22
nonreactive,1.89,1.07
nonstrategic,1.89,1.01
okay,1.89,1.45
omission,1.89,1.25
oppressed,1.89,1.15
outraging,1.89,1.01
overriding,1.89,1.13
overspecialize,1.89,1.17
parable,1.89,1.15
perceptive,1.89,1.03
perkily,1.89,0.89
permissibly,1.89,0.97
perplexing,1.89,1.23
politically,1.89,0.93
precautionary,1.89,0.99
predatorily,1.89,1.03
prequalification,1.89,1.07
preventability,1.89,1.05
probationary,1.89,0.93
promising,1.89,0.75
proneness,1.89,0.89
propensity,1.89,1.15
propositionally,1.89,1.23
prosecutorial,1.89,1.01
psychosexual,1.89,1.09
pursuant,1.89,1.17
reappraisal,1.89,1.34
recently,1.89,0.85
regrettably,1.89,0.97
relinquishment,1.89,1.26
remarkable,1.89,1.34
rematerialize,1.89,1.15
reminiscences,1.89,1.09
renegotiable,1.89,1.15
reproachfully,1.89,0.97
retrospection,1.89,1.13
rigorousness,1.89,0.96
sacramental,1.89,1.12
sadistically,1.89,1.2
scandalous,1.89,1.12
scarily,1.89,1.09
sensationalistic,1.89,1.25
serviceability,1.89,1.03
shameless,1.89,1.31
significantly,1.89,1.19
simplify,1.89,1.01
solvency,1.89,1.09
spatially,1.89,1.03
spellbinding,1.89,1.13
spookily,1.89,0.89
starstruck,1.89,0.92
straightforward,1.89,1.09
stressful,1.89,0.96
strikingly,1.89,1.1
stylistic,1.89,1.12
superbly,1.89,0.92
suspenseful,1.89,0.97
tenderly,1.89,1.01
thankless,1.89,1.25
thriftiness,1.89,1.03
tranquillity,1.89,1.29
trustily,1.89,1.09
unabashed,1.89,1.17
unaccounted,1.89,0.93
unconstrained,1.89,1.03
uncouthness,1.89,1.05
uncustomary,1.89,1.05
unemployable,1.89,1.25
unfeasibility,1.89,1.2
unfit,1.89,1.15
unfounded,1.89,1.2
unhurriedly,1.89,1.01
unimpeded,1.89,1.1
unimportantly,1.89,1.23
unique,1.89,1.23
unloved,1.89,1.2
unpredictability,1.89,1.19
unprejudiced,1.89,1.1
unprofessionalism,1.89,1.09
unrealistic,1.89,1.19
unremorseful,1.89,1.23
unromantically,1.89,0.89
unsafe,1.89,1.03
unspeakably,1.89,0.99
unswervingly,1.89,1.22
untraditional,1.89,1.09
unutterably,1.89,1.22
unwisely,1.89,1.1
unyieldingness,1.89,1.05
validity,1.89,1.29
vibe,1.89,1.05
worryingly,1.89,1.1
worth,1.89,1.37
yeah,1.89,1.2
yesteryear,1.89,1.09
at odds,1.89,1.26
abortive,1.88,0.99
absentness,1.88,1.07
accidently,1.88,1.05
admissible,1.88,0.95
ageism,1.88,1.21
alterability,1.88,1.14
amateurishly,1.88,1.18
analyzable,1.88,1.17
anarchistic,1.88,1.01
anonymity,1.88,1.12
apologetic,1.88,1.05
appeasable,1.88,0.99
approvingly,1.88,1.18
associatively,1.88,0.95
atone,1.88,0.83
avidly,1.88,1.14
beseeching,1.88,1.27
bloodthirstily,1.88,0.9
bode,1.88,1.34
bodiless,1.88,0.68
brainy,1.88,1.11
carefree,1.88,1.2
chivalry,1.88,0.99
coalitional,1.88,1.26
colloquialism,1.88,1.18
communally,1.88,1.03
concise,1.88,1.21
configurative,1.88,1.2
confliction,1.88,1.24
conscientious,1.88,0.99
consensually,1.88,0.9
construe,1.88,1.2
contextually,1.88,1.14
correspondently,1.88,0.97
creditworthy,1.88,0.95
criticalness,1.88,0.97
damnable,1.88,1.14
declarative,1.88,1.21
deferrable,1.88,1.27
definable,1.88,1.24
deliberatively,1.88,1.03
devoted,1.88,1.07
diminutively,1.88,1.18
dimwitted,1.88,1.11
discerner,1.88,1.17
disciplinarily,1.88,1.05
discreditable,1.88,0.95
disestablish,1.88,1.24
disincline,1.88,1.3
dispositional,1.88,1.09
distractively,1.88,0.9
doomed,1.88,1.05
dysfunction,1.88,1.18
eligibility,1.88,1.19
eloquence,1.88,1.14
enablement,1.88,1.31
enduringness,1.88,0.97
enthralling,1.88,1.21
equitable,1.88,1.11
ethnical,1.88,1.01
euphonically,1.88,1.03
everydayness,1.88,1.07
exacerbation,1.88,1.12
exaltedness,1.88,1.07
exhaustlessness,1.88,1.01
exocentric,1.88,1.13
expansible,1.88,1.17
explicitness,1.88,0.93
expressiveness,1.88,1.14
familiarize,1.88,0.91
faultiness,1.88,1.01
finalization,1.88,1.12
foxily,1.88,0.8
frequently,1.88,1.28
further,1.88,1.17
gentility,1.88,1.03
grievous,1.88,1.11
grisliness,1.88,0.74
guile,1.88,1.23
hallucinatory,1.88,1.21
handy,1.88,1.03
hardheadedly,1.88,1.23
harmfulness,1.88,1.01
hesitant,1.88,1.01
hypo,1.88,1.23
ideality,1.88,1.23
idiotic,1.88,1.09
illegitimatize,1.88,1.05
illusionary,1.88,1.03
imperfectness,1.88,1.11
incommunicative,1.88,0.85
inconsecutiveness,1.88,1.03
inconsolableness,1.88,0.74
incurable,1.88,1.13
independently,1.88,1.11
indirectness,1.88,0.99
individualism,1.88,1.17
indoctrination,1.88,0.86
inertly,1.88,1.03
infallible,1.88,1.05
inflected,1.88,0.88
inflictive,1.88,1.13
innuendo,1.88,1.14
insupportable,1.88,1.24
interdependency,1.88,1.11
internalize,1.88,1.28
invalidly,1.88,1.07
investable,1.88,0.95
invigorating,1.88,0.97
inwardly,1.88,1.12
irretrievability,1.88,1.26
irreversibility,1.88,1.05
irrevocability,1.88,1.03
knowable,1.88,1.01
knowingly,1.88,1.01
laud,1.88,1.33
livelong,1.88,1.28
liven,1.88,0.93
loco,1.88,0.88
lusciousness,1.88,1.14
mischievously,1.88,0.99
modeless,1.88,1.23
movingly,1.88,0.93
mushily,1.88,1.11
newsworthy,1.88,0.88
nonbeing,1.88,1.34
nonchalant,1.88,1.07
nonproductively,1.88,0.86
nostalgic,1.88,1.19
omniscient,1.88,1.34
ongoing,1.88,1.09
opportunity,1.88,1.07
organismic,1.88,1.01
outfox,1.88,0.9
outguess,1.88,0.99
overdramatic,1.88,1.18
overeagerly,1.88,1.05
overzealous,1.88,1.03
palatably,1.88,0.99
pathological,1.88,1.34
peevish,1.88,0.82
perceptually,1.88,1.03
pessimism,1.88,1.08
pliancy,1.88,1.2
poetic,1.88,1.13
predisposition,1.88,1.03
preferential,1.88,1.15
preordination,1.88,1.07
profitless,1.88,1.12
prolongation,1.88,0.85
promiscuous,1.88,0.97
proximate,1.88,1.09
pseudonymous,1.88,1.21
psychoneurotic,1.88,0.99
punctually,1.88,1.05
quackery,1.88,1.24
queasily,1.88,0.99
questionability,1.88,0.86
reacquaint,1.88,1.21
readily,1.88,1.05
reappoint,1.88,0.95
redeemably,1.88,1.08
redemption,1.88,1.11
redirect,1.88,1.18
reductively,1.88,1.05
refutability,1.88,1.08
regimentation,1.88,0.99
reinitialize,1.88,1.27
remedially,1.88,1.05
repressed,1.88,1.14
reputed,1.88,1.03
resistive,1.88,0.95
sacrilege,1.88,1.33
sacrilegiously,1.88,1.03
scrimped,1.88,0.83
secondarily,1.88,1.05
sellable,1.88,0.85
smugly,1.88,1.09
solemnity,1.88,0.8
sophisticated,1.88,0.99
sophomoric,1.88,1.17
specificity,1.88,1.2
spiritlessly,1.88,0.93
stagnantly,1.88,0.99
stingingly,1.88,1.07
subordinately,1.88,0.97
superego,1.88,1.2
surmountable,1.88,1.18
symbiotic,1.88,1.17
symbolist,1.88,1.33
sympathy,1.88,1.16
tellingly,1.88,0.85
temporality,1.88,1.12
tenuous,1.88,0.88
timesaving,1.88,1.13
titillating,1.88,1.09
trustiness,1.88,1.12
trustworthiness,1.88,1.18
unaided,1.88,1.03
unbeliever,1.88,0.99
uncertain,1.88,1.12
uncommunicatively,1.88,1.07
unconformity,1.88,1.19
unconfused,1.88,0.82
underhandedly,1.88,1.24
undiscouraged,1.88,1.11
unemotional,1.88,1.09
unflappable,1.88,1.27
unformulated,1.88,1.2
unhesitating,1.88,0.99
unhittable,1.88,0.77
unimpressively,1.88,0.95
unlimited,1.88,1.48
unmanliness,1.88,1.2
unmolested,1.88,1.24
unpersuasive,1.88,0.93
unsuppressed,1.88,0.99
unusable,1.88,1.05
uselessly,1.88,1.24
vagabondism,1.88,0.91
variability,1.88,1.11
verbose,1.88,0.91
violate,1.88,1.11
virulently,1.88,1.13
vulgarization,1.88,1.05
wearying,1.88,0.82
whence,1.88,1.24
woefully,1.88,1.14
wordlessness,1.88,1.17
worseness,1.88,1.09
all along,1.88,1.24
aspiring,1.87,1.25
belittlement,1.87,0.94
breakthrough,1.87,1.28
celebratory,1.87,1.04
channelization,1.87,1.14
commonsense,1.87,1.25
complexity,1.87,1.25
cooperate,1.87,1.12
covertness,1.87,1.11
criminality,1.87,1.14
dejection,1.87,0.76
develop,1.87,0.94
differently,1.87,1.2
disharmonize,1.87,1.06
disinformation,1.87,1.29
disproportionate,1.87,1.22
disproven,1.87,1.07
disrespectful,1.87,1.07
distinguisher,1.87,1.06
edgy,1.87,0.94
emotionless,1.87,1.07
explanation,1.87,1.02
fervently,1.87,1.1
fidelity,1.87,1.17
firsthand,1.87,1.1
greedless,1.87,1.06
impetuousness,1.87,0.97
implacableness,1.87,1.01
impressibility,1.87,0.87
independence,1.87,1.01
indiscriminatingly,1.87,1.29
interfuse,1.87,1.25
limited,1.87,1.01
listlessly,1.87,0.97
meantime,1.87,1.22
mistakable,1.87,0.97
naughtiness,1.87,1.14
nauseatingly,1.87,1.2
obliqueness,1.87,1.25
obscene,1.87,1.04
percept,1.87,1.18
pity,1.87,1.14
positional,1.87,1.06
prominent,1.87,1.04
