word,imageability,sd_rating,rt,sd_rt,n_raters
knock,4.9,2.1,1271,614.7,28
knoll,3.7,2.2,1355.5,651.1,28
knot,5.9,1.8,1286,991.7,30
know,2.4,1.8,1212.9,932.2,30
kraut,4.2,2.5,1849,1205.3,29
lab,5.2,2.1,1191.4,512.5,30
lace,6.2,1.7,1126.4,521.3,31
lack,2.5,2,1412.2,1076.2,31
lad,5.1,2.1,1284.8,602.6,31
lag,2.9,2,1345.7,809.5,27
laid,3.8,2.3,1564.6,1146.5,28
lain,2.4,1.6,1430.5,774,28
lair,4.7,2.4,1448.8,617.9,30
lake,6.6,1.2,1167.7,463.6,30
lamb,6.6,1.3,1102,750.2,30
lame,3.3,2.3,1616,966.4,31
lamp,6.6,1.2,1072,551.3,31
lance,4,2.4,1662.8,906.3,31
land,6,1.6,1471.3,1042.4,31
lane,5,2.5,1366.4,923.5,31
lap,5.6,1.9,1436,962.3,31
lapse,2.5,1.7,1642.8,1416.5,27
lard,4.8,2.2,1350.2,645.7,31
large,4.1,2.4,1429.2,688.9,31
lark,4.3,2.3,1563.3,1001.6,31
lash,3.6,2.2,1546.7,1391.4,28
lass,3.6,2.5,1367.1,556.8,30
last,3,2.1,1600.8,1295.3,30
latch,5.3,2.3,1216.6,558.1,31
late,3.7,2.2,1436,788.1,30
lathe,2.7,2.3,1433.1,998,31
laud,1.5,0.8,1235.4,646.5,30
laugh,4.9,2.4,1204.9,568.2,30
launch,3.9,2.3,1397.2,671.8,28
law,3.6,2,1636.3,1008.4,30
lawn,6.3,1.5,928.6,213.5,30
lax,1.9,1.4,1549.6,1218.6,30
lay,3.8,2.3,1250.7,653.3,29
laze,1.9,1.2,1636.5,1130.4,30
leach,5,2.5,1290.4,711.3,29
lead,4.7,2.1,1450.4,714.4,29
leaf,6.8,0.6,1158,503.2,30
league,4.7,2.3,1631.9,1164.6,29
leak,4.9,2.2,1261.2,607.9,30
lean,4,1.9,1502.3,661.5,30
leap,4.9,2.2,1552,788.2,31
leapt,3.7,2.2,1352.3,741.9,28
learn,2.9,2.1,1583.1,920.2,27
lease,3.3,2.1,1754.5,1193.9,31
leash,5.9,1.8,1275.1,588.4,29
least,2.3,1.6,1412.7,845.4,29
leave,3.9,2.4,1628.1,1177.4,30
led,2.9,2.1,1520.1,905.2,30
ledge,5.1,2.2,1519.9,838.6,29
leech,6.2,1.6,1058.3,278.3,31
leek,2.9,2.4,1454.5,812.6,30
leer,2.6,1.8,1132.5,465.1,30
left,4,2.5,1747,1157,30
leg,6.8,1,935.4,262.5,31
lend,3.2,2,1478.1,909.6,28
length,3.7,2.2,1657.8,1387.1,31
lens,5.9,1.8,1408.7,865.9,31
lent,3,1.9,1741.9,1125.8,27
less,2.7,2,1333.9,669.4,29
lest,2.1,1.6,1396.8,684.4,30
let,1.9,1.5,1222.7,728.7,28
lewd,2.4,1.6,1294.3,681,30
lice,6,1.8,1154.1,430.7,31
lick,5.3,2,1271.9,666,29
lid,6.5,0.9,1396.4,894.3,30
lie,3.2,2.1,1369,637.2,30
lieu,1.6,1.6,1371.5,918.6,30
life,3.9,2.2,2099.1,1319.6,29
lift,4,2.3,1305.3,711.1,31
light,5.3,2.1,1253.7,622.7,29
like,2.7,1.9,1477.1,1031,30
lilt,2,1.7,1390.9,820.7,29
limb,5.9,1.8,1381.9,717.3,30
lime,5.8,2.3,1092.6,490.5,31
limp,5,2,1385.5,833.5,31
line,5.5,2.1,1447.1,1023,30
link,4,2.2,1399.3,825.5,31
lint,5.2,2.4,1249,618.8,30
lip,6.8,1.1,1222.9,981.2,30
lisp,3.1,2.3,1618.9,744.6,30
list,4.9,2.2,1478.9,883.7,30
lit,3.8,2.4,1305.1,627.5,31
lithe,2.1,1.7,1341.1,678.3,30
live,3.5,2.1,1649.1,945.1,29
load,4.3,2.2,1501.8,997.1,30
loaf,5.7,2,1173.9,528.7,30
loan,4.1,2.4,1459.5,897.2,30
loath,2,1.1,1567.6,816.2,29
loathe,2.6,2,1500.5,1122.3,29
lob,2.2,1.9,1387.6,756,31
lobe,4.4,2.3,1484.9,807.7,29
lock,5.6,2,1238.8,806.6,31
lode,1.9,1.7,1570.3,975.4,30
lodge,5.1,2.4,1370.4,1058.9,30
loft,4.4,2.4,1288.7,579.8,30
log,6.3,1.8,1123.9,652.7,30
loin,4.5,2.5,1711.1,1049.2,30
lone,2.9,2.2,1342.3,819.4,29
long,3.6,2.2,1347.3,940.5,29
look,3.9,2.1,1500.3,957.7,30
loom,3.3,2.1,1450.3,746.5,31
loon,3.7,2.4,1653,898.9,31
loop,4.9,2.5,1315,723.8,31
loose,3.2,2.1,1559.5,1170.8,29
loot,4.2,2.3,1349.2,688,30
lord,5.1,2.3,1339.4,687.5,30
lore,2.2,1.6,1514.8,941.5,29
lose,3,2.1,1259.9,626.5,26
loss,2.6,1.7,1660.7,1117.1,31
lost,3.1,2.1,1389.8,1025.5,30
lot,3.3,2.3,1470.8,1249.1,30
loud,3.5,2.4,1510.3,914.4,30
lounge,5.3,1.9,1174.5,869.3,31
louse,3.4,2.2,1593.5,745.6,29
love,4,2.4,1696,924.3,30
low,2.8,2.1,1113.6,552.4,29
luck,2.4,1.7,1602.1,1300.3,29
lug,2.8,2.1,1594.5,779.2,29
lull,2.3,2,1346.4,928.5,31
lump,5,1.8,1428.2,1425.6,31
lunch,5.3,2.2,1253.1,678.5,30
lung,5.5,2.4,1126.7,562.7,31
lunge,3.6,2,1655.4,683.8,31
lurch,3.3,2.2,1498.4,1210.5,29
lure,3.6,2.2,1333.7,758.7,31
lurk,3,2.1,1398.5,1056.8,31
lush,3.2,2.2,1752.1,1014.5,30
lust,3.8,2,1468.8,633.3,27
lute,2.8,2.3,1354.7,819.9,30
lye,2.8,2.1,1611.2,730.6,30
lymph,2.5,1.8,1922.8,1137.8,30
lynch,3.4,2.5,1453.8,903.6,31
lynx,4,2.7,1445.5,1081.7,30
lyre,2.2,2.1,1299.1,546.7,30
ma,3.8,2.8,1534.6,1205.4,30
mace,5,2.2,1686.2,1124.2,31
mad,3.8,2.3,1326.4,742,29
made,2.1,1.6,1438.7,973.9,30
maid,6.1,1.6,1172.9,521.2,30
mail,6.3,1.6,992.4,363.6,31
maim,2.4,2,1564.5,1016.8,31
main,2.5,1.8,1718.1,823,29
maize,3.7,2.3,1721.8,887.1,30
make,2.8,2.2,1337.6,667.1,29
male,5.5,2.2,1257.8,595.2,31
mall,6.5,1.3,1320,866.6,31
malt,4.5,2.3,1572.5,693.9,29
man,6.2,1.4,1089.9,774.2,31
mane,5,2.3,1242.6,602.3,30
map,5.9,2,1209.3,735,31
mar,1.9,1.6,1165.7,598.2,30
march,5.1,2.3,1426.4,802.6,30
mare,5.3,2.4,1289.4,623.2,28
mark,4.6,2.2,1568.9,1074.2,30
marsh,4.9,2.2,1306.2,564.1,29
mart,3.4,2.4,1558.7,693.4,30
mash,4.1,2.2,1576.4,956.8,31
mask,6.3,1.4,1112.2,493.7,29
mass,3.7,2.3,1693.4,1043.2,31
mast,3.7,2.4,1347.4,608.4,29
mat,6.3,1.7,1420.1,648.3,30
match,5.1,2.6,1540.2,1094.5,28
mate,4.8,2.2,1395.4,669.7,30
math,4.2,2.5,1467.1,788.4,28
maul,2.8,2.1,1536.3,884,30
mauve,4.1,2.6,1455.4,749.7,28
may,3.2,2.4,1475.7,885,30
maze,5.9,2,1213,630.2,29
me,3.5,2.7,1448.3,987.2,30
mead,2.6,2,1664.9,1474,31
meal,6,1.2,1268.7,583.7,29
mean,2.8,2,1714.2,1238.1,30
meant,1.9,1.5,1436.6,1297.3,31
meat,6.3,1.6,981.7,418.7,31
meek,2.8,2,1393.3,910.2,30
meet,2.7,2,1348.1,833.5,28
melt,4.1,2,1386.7,605.8,30
men,5.4,2.4,1170.1,512,30
mend,3.7,2.2,1335,986,30
mere,1.6,1,1365.7,941.1,30
merge,3.5,2.4,1602.5,1180.5,30
mesh,4.2,2.5,1382.5,913,30
mess,4.2,2.3,1807.6,1359.9,31
met,2.5,2.1,1269.2,641.6,30
mew,2.4,2.2,1455.9,510.7,27
mice,6.8,0.5,1326.6,1170.9,29
mid,2.5,1.9,1600.3,1021.3,30
midst,2.2,1.6,1576.9,883.8,29
miff,1.9,1.4,1730.8,1424.6,31
might,2,1.6,1505.1,940.8,30
mike,4.7,2.5,1868.9,1227,29
milch,2.2,1.9,1336.7,846,28
mild,3,1.8,1510.9,1205.6,30
mile,4.7,2.3,1432.9,1064.6,31
milk,6.5,1.5,976.8,437.5,31
mill,5.3,2.5,1139.2,544,30
mime,5.1,2.2,1434,948.1,29
mince,3.1,2.2,1744,1124.3,30
mind,3.4,2.4,1624.2,1061.5,29
mine,3.5,2.6,1655,1163.6,30
mink,5.9,1.6,1345.5,615.7,31
mint,5.4,2.2,1101,365.3,30
mirth,1.8,1.2,1392.3,989.6,31
miss,2.6,2.1,1625.4,1130.2,31
mist,5,2.3,1235.9,569.4,30
mite,3.5,2.4,1661.9,1268.5,31
mitt,4.7,2.6,1504,848.9,28
mix,3.4,2.1,1423.8,732.6,29
moan,3.9,2.2,1533.1,563.9,30
moat,4.4,2.5,1387.3,595.9,30
mob,5,2.1,1437.4,902.5,27
mock,3,2.1,1555.1,952.2,29
mode,2.9,2.2,1629.8,1254.7,30
moist,4.1,2.3,1391,717.2,30
mold,5.5,2,1279.3,664.5,31
mole,6,2.2,1046.8,384.8,31
moll,2.1,1.8,1652.2,1158.5,28
monk,5.9,2.1,1176.6,651.6,30
month,4.4,2.4,1641.2,1239,30
mooch,3,2.2,1648.1,1260.8,30
mood,3.2,2.2,1395.1,936.3,28
moon,6.8,0.7,1052.6,498.4,30
moor,3,2.1,1450.8,903.4,31
moose,6.7,1.1,923.7,262.7,30
moot,1.4,0.9,1337.4,831.7,31
mop,6.4,1.5,1186.6,655.4,30
mope,3.3,2.2,1456.2,577,29
morgue,6,1.6,1421,723.9,29
morn,3.7,2.5,1617.9,934.3,28
mosque,3.2,2.4,1863.2,1065.1,30
moss,6.4,1.4,1169.6,458.5,30
most,2.3,1.9,1386.9,1074.5,30
moth,6,2.2,1024.6,483.5,31
mound,5.4,2.1,1354.1,715.9,29
mount,4.8,2.1,1430.9,677.3,28
mousse,4.3,2.5,1662.7,1031.9,30
move,3.2,2.1,1174.2,551.7,28
mow,4.6,2.3,1666,806.2,30
much,2.2,1.6,1332.5,843.1,31
muck,2.9,1.9,1444,842,31
mud,6.5,1.4,1045.2,590.4,29
muff,3.6,2.2,1597.7,1011,29
mug,6.2,1.6,985.7,449,31
mulch,5.6,2,1334.1,750.6,29
mule,6.3,1.8,1172.2,746.4,31
mull,1.7,1.1,1500.7,1103,30
mum,3.8,2.5,1482.1,840.4,31
mumps,4.6,2.5,1400,744.1,31
munch,4,2.3,1562.2,965,31
murk,2.5,1.5,1487,772.9,29
muse,2.8,2.3,1575.4,1250,27
mush,4,2.4,1345.6,1129.2,29
musk,3.7,2.1,1928.4,1517.1,30
muss,1.9,1.6,1212.2,765.4,30
must,1.9,1.7,1402.5,877.2,28
mute,3,2.1,1704.9,999.1,31
mutt,5.3,2.2,1489.9,759.4,31
my,1.7,1.4,1332.9,989.3,30
myth,3.5,2.2,1890.4,1233.6,27
nab,2.1,1.7,1479.5,1183.9,31
nag,3.1,2.4,1211.7,619.2,28
nail,6.6,1,1357.1,796.5,31
name,4.2,2.5,1529.1,1177.5,30
nap,4.7,2.4,1326.9,759.5,31
nape,2.9,2.4,1611.1,1008.1,31
naught,1.7,1.2,1432.2,832.8,30
nay,2.3,1.9,1287.9,715.7,31
near,3.3,2.2,1357.4,860.5,27
neat,3.5,2.3,1577,1148.7,31
neck,6.5,1.2,1255.6,631.3,31
need,2.4,1.8,1332.5,804.7,31
neigh,2.9,2.3,1591.6,779.8,30
nerve,4.4,2.5,1435.1,862.8,30
nest,6.2,1.8,1289.4,617.3,29
net,5.9,1.9,1287,913.6,30
new,3,2.3,1205.9,407.5,29
newt,3.3,2.5,1515.3,1011.4,30
next,2.2,1.7,1348.4,1150.4,30
nice,3,2.1,1477.5,714.7,30
niche,2.9,2,1455.3,838.6,30
nick,4.2,2.3,1652.4,872.7,30
niece,5.4,2.3,1557,1053.1,29
nigh,1.8,1.5,1603.5,915.8,30
night,5.8,1.9,1286.6,581,29
nil,1.9,1.5,1139.1,568.3,30
nine,6.1,2.2,1202.9,437.4,29
ninth,4.9,2.6,1399.4,728.5,31
nip,3.5,2,1523.4,980.9,29
nix,1.7,1.3,1347.2,536.7,30
no,2.1,1.9,1257.3,567,30
nod,4.1,2.5,1213.5,705.1,29
node,2.4,1.9,1608.3,898,30
noise,3.9,2.6,1337.1,996.2,28
none,2.6,2,1406.7,738.3,30
nook,3.6,2.3,1309.7,774.1,31
noon,4,2.3,1588.7,894.8,31
noose,5.9,2.2,1426.5,609.2,30
nor,1.5,1,1341.8,1007.3,30
norm,2.5,1.9,1564.6,1084.3,27
north,4.5,2.4,1464.9,704.4,30
nose,6.4,1.4,976.9,404.1,30
not,2,1.5,1290.1,1106.6,31
notch,4.1,2.1,1710.8,1180.8,31
note,5.5,2.4,1348.2,708.9,31
noun,2.7,2,1584.1,818.7,30
now,1.9,1.6,1141.4,709.9,29
nub,2.7,2,1470.7,846.4,31
nude,5.8,1.8,1503.1,873.3,30
nudge,4.1,2.1,1307.6,580.7,31
null,2.3,1.7,1596.9,1282.3,31
numb,2.8,2.1,1563.8,701.9,30
nun,5.9,2.2,986.3,277.6,30
nurse,6.4,1.1,1173.8,502,29
nut,6.2,1.9,1081.4,557.3,30
nymph,4,2.3,1751.4,863.2,29
oaf,2.5,1.9,1602.8,933.1,31
oak,6,1.9,1157.3,641.5,30
oar,5.9,2,1322.7,596.8,31
oat,5.6,2.3,1339.8,770.6,29
oath,3,2,1515.1,750.9,28
odd,2.7,2.1,1412.3,1468.2,31
ode,2.2,2,1352.9,861.4,29
of,1.5,1.3,1193.4,1019.3,30
off,2.6,1.9,1553.8,1447.1,31
oft,1.5,1,1295.5,1027.6,31
oil,6.4,1.4,1263.2,713,29
old,4.3,2.3,1533,664.8,31
on,1.9,1.8,1281.3,1032.1,30
once,2,1.5,1520.9,1080.8,31
one,4.9,2.7,1520.1,1011.5,31
ooze,4.6,2.3,1515.6,935.3,28
opt,1.4,0.7,1372.5,773.5,29
or,1.4,1,1270.5,1114.9,31
orb,2.8,2.4,1505.2,949.3,31
ore,4,2.4,1432.9,829.9,30
ouch,3.2,2.3,1304.4,628.4,31
ought,1.5,1.2,1662.2,1315.4,31
ounce,4,2.3,1456.8,745.8,29
our,1.8,1.5,1255.8,644.9,30
oust,1.7,1.1,1212.2,610.6,30
out,2.2,1.9,1222.7,695.9,29
owe,2.1,1.5,1361.5,575.3,28
owl,6.5,1.6,1025.2,677,31
own,2.2,1.7,1196.3,774.6,30
ox,6.3,1.8,1066.2,465.3,31
pa,4.2,2.6,1420.1,1033.5,31
pace,3.3,2.2,1505.8,1201.8,29
pack,4.6,2.2,1452.6,768.3,31
pact,2.4,1.8,1724.6,1217.7,30
pad,4.7,2.6,1599.9,1112.3,31
page,5.9,1.9,1327.9,877.5,31
pail,5.3,2.2,1502.4,924.9,31
pain,4.3,1.9,1684.9,1586.9,31
paint,6.3,1.6,1107.3,504.2,29
pair,4.3,2.1,1762.2,933.7,28
pal,4.6,2.1,1642.6,786.8,29
pale,4.2,2.3,1434.5,1155.1,29
pall,1.9,1.5,1439.2,1035.1,28
palm,6.7,1.2,1380.2,758.1,30
pan,6.3,1.7,1108.4,540.9,31
pane,4.2,2.3,1684.3,1079.6,30
pang,2.5,1.9,1594.4,1032.6,30
pant,4.3,2.3,1553.7,1066.7,28
pants,6.8,0.8,1122.5,423,30
pap,2.8,2.5,1649.8,803.1,31
par,2.3,1.8,1482.9,873.4,30
pare,2.1,1.7,1763.1,1356.9,31
park,6.5,1.2,1259.7,672.1,30
part,3.3,2.3,1555,828.5,30
pass,4.1,2.4,1299.7,867.8,30
past,2.7,2,1505.8,1230.7,30
paste,5.4,1.9,1456.6,832.3,29
pat,4.4,2.5,1355.5,925.4,31
patch,5.4,2,1356.5,851.2,28
path,5.5,2,1381.2,1241.8,31
paunch,1.7,1.2,1394.2,628.4,31
pause,2.7,1.9,1607.7,945.7,28
pave,4.5,2.3,1561.1,869.8,30
paw,6.4,1,1392.3,658.7,29
pawn,5,2.3,1374,666.8,29
pay,4.3,2.2,1499.6,822.8,31
pea,6.8,0.6,1104,420.2,31
peace,3.6,2.2,1566.6,1117.1,31
peach,6.9,0.6,1234.1,625.3,31
peak,4.8,2.4,1465.6,835.4,27
peal,4.7,2.2,1951.3,1142.4,29
pear,6,1.8,1321.4,837,31
pearl,6.4,1.4,1135.6,691.5,30
peat,2.2,1.7,1596.3,965.8,30
peck,4.2,2.2,1468.6,1181.7,31
peek,4,2.4,1198.4,597.4,30
peel,5.4,2,1402.4,874.2,31
peep,4.2,2.3,1282.1,499.5,30
peer,3.9,2.4,1522.8,991,31
peeve,2,1.7,1288.2,710.4,29
peg,5.1,2.2,1376.5,710.8,29
pelt,3.5,2.2,1603.6,1168.7,30
pen,6.6,1.2,1226,943.6,31
pence,1.8,1.3,1595.9,866,30
pent,2.5,1.9,1513.7,883.1,29
pep,3.2,2.2,1564.9,1026.7,30
per,1.7,1.6,1386,830.7,31
perch,4.7,2.1,1306.3,564.4,29
perk,2.8,1.9,1405.2,1002.8,31
pert,2,1.4,1075.9,457.8,29
pest,5,2.2,1484.3,844.8,30
pet,6.4,1.2,1252.8,917.6,31
pew,4.2,2.6,1217.4,618.8,30
phase,3.1,2.3,1744.8,1157.4,29
phone,6.6,1.3,1027.4,388.8,29
phrase,3,2.1,1553.6,1273.1,30
pick,3.8,2.4,1424.8,773,29
pie,6.7,0.9,1060.6,449.8,31
piece,3.8,2.4,1414,626.6,31
pier,6.2,1.7,1269.1,569.8,31
pierce,5,2,1455.1,776.2,31
pig,6.8,0.7,912.9,430.1,31
pike,4.2,2.4,1963.3,1115.9,29
pile,4.8,2.3,1588.1,1028,31
pill,6.8,0.6,1181.7,680.9,31
pimp,5.6,1.9,1434.7,708.1,30
pin,6,1.9,1339.8,882,29
pinch,4.7,2.3,1115.8,432.6,29
pine,6.4,1.5,1195.9,678.7,31
ping,3.1,2.2,1701.6,985.5,30
pink,5.4,2.4,1054.6,473.7,31
pint,5.2,2.3,1473.3,781.9,31
pip,1.7,1.2,1781.2,1197.4,29
pipe,6.3,1.5,1117.3,575.5,30
pit,5.2,2.2,1258.1,529.8,30
pitch,4.9,2.2,1260.1,423.2,27
pith,1.9,1.6,1396,656.4,30
place,3.7,2.4,1569.5,1283.5,30
plague,4.4,2.2,1461.6,679.9,30
plaid,5.7,1.8,1608,841,28
plain,3.5,2.4,1573,880.5,30
plan,2.8,2,1598.1,1247.5,30
plane,6.8,0.8,1063.3,542.6,29
plank,4.9,2.5,1279.4,605.6,31
plant,6.3,1.6,1087.2,456.6,28
plaque,5.1,2.1,1687.1,1141.8,28
plate,6.4,1.3,1363.8,989.9,31
play,4.5,2.1,1391.7,758.5,31
plea,2.9,2,1506.4,1060.3,27
plead,3.7,2.3,1390.4,799.4,31
please,2.4,2,1497.5,968.7,30
pleat,2.9,1.8,1825.5,1196.8,31
pled,2.8,1.9,1423.9,880.9,30
pledge,3.7,2.4,1475.8,765.2,31
plight,2,1.4,1480.5,930.6,31
plod,1.8,1,1618.9,1057.4,29
plop,3,2.1,1154.3,482.1,30
plot,3.2,2.2,1548.5,795.8,31
plow,5.6,2.1,1151.7,442.7,31
ploy,2.1,1.7,1353.3,650.8,30
pluck,4.1,2.3,1473.2,848.8,30
plug,4.9,2.4,1425,797.9,27
plum,6.4,1.6,1050.7,393.7,31
plumb,3.7,2.6,1700.1,826.8,27
plume,3.4,2.3,1649.3,936.7,31
plump,4.3,2.4,1563.6,757.3,31
plunge,3.7,2.5,1710.7,1148.1,30
plunk,2.2,1.6,1791.3,1105,31
plus,3,2.2,1593.3,1110.9,29
plush,3.2,2.2,1396.7,777.9,30
ply,2,1.6,1222,623.7,31
poach,3.9,2.3,1883.4,1393.7,31
pod,4,2.3,1566.9,721.7,31
point,5.2,2,1478.1,601.5,31
poise,3.2,1.9,1490,755.3,30
poke,4.5,2,1241,566.4,30
pole,5.8,2.1,1135.7,525.9,29
poll,3.7,2.5,1476.2,755.4,29
pomp,1.7,1.4,1493.5,669.3,29
pond,6.5,1.4,904.8,296.5,31
pooch,5.1,2.2,1493,837.6,29
poof,3.3,2.2,1653.1,1016.6,31
pool,6.7,0.8,1131.9,723.3,31
poop,6.3,1.5,1324,700.1,30
poor,4,2.3,1431.3,657.6,31
pop,6.1,1.4,1349.8,456.8,30
pope,6.4,1.6,1119.1,312.9,30
porch,6.8,0.5,1210.8,1000.6,31
pork,6.4,1.4,1175.3,660.8,30
port,4.3,2.5,1550.8,1229.9,27
pose,3.6,2.4,1622.3,1265,31
posh,1.8,1.3,1285.4,658.3,30
post,5.4,2.1,1509.9,788.2,31
pot,6.2,1.7,1069,559.6,30
pouch,5.7,1.7,1486.7,837.2,30
pounce,4.4,2.4,1390.1,688,31
pound,4.1,2.4,1277.8,514.9,25
pour,4.9,2.1,1356.1,865.3,31
pout,4.4,2.2,1482.4,1043.6,31
pox,2.7,2.1,1445.8,794.4,31
praise,4.1,2.2,1224.3,585.1,30
prance,3.7,2,1592.2,736.9,31
prank,3.9,2.3,1473.8,1046.7,29
pray,5,2.3,1404.9,807.5,31
prayer,5.2,1.8,1440.5,525.5,29
preach,4.6,2,1772.8,1243.9,29
press,4.8,2.3,1437.2,790.9,30
prey,4.3,2.2,1515.9,802.1,31
price,3.6,2.3,1434.9,583.6,29
prick,3.9,2.2,1698.2,1091.3,30
pride,2.8,1.9,1554.5,856.3,29
priest,6.3,1.7,1057.6,419.5,30
prim,2.1,1.5,1455.8,819.1,31
prime,3.1,2.4,1707.1,1015.8,30
primp,3.8,2.3,1612.6,832.9,29
prince,6.4,1.1,1289.5,630.7,30
print,5.3,2.1,1788.3,1173.1,31
prize,5.5,1.9,1226.9,485.3,30
pro,3.1,2.1,1559.7,1041.8,31
probe,4,2.1,1587.4,1011.4,30
prod,3.3,2.2,1426.8,816.3,31
prom,5.8,1.9,1195.6,565.3,30
prompt,2.5,1.9,1665.1,1007.6,29
prone,2.2,1.8,1540.1,1249.5,29
prong,4.4,2.2,1441.3,811.1,29
proof,3.1,2.1,1530.5,928.9,31
prop,4.2,2.6,1455.9,813.1,30
prose,2.1,1.4,1465.5,906,29
proud,2.9,2.3,1604.3,819.7,30
prove,2.4,1.8,1242.4,754.4,29
prow,2.6,2,1564.5,1029.2,31
prowl,4.5,2.2,1522.6,1241.8,29
prude,2.7,2,1230.6,608.9,31
prune,5.7,2.3,1203,534.6,31
pry,3.5,2.4,1243.4,633.5,29
psalm,4.3,2.5,1948.6,1218.3,29
pub,5.6,2,1379.1,756.1,29
puck,4.8,2.5,1417.7,583.6,31
puff,4.3,2.3,1328.3,878,30
pug,4.1,2.7,1561.4,704.6,30
puke,5.7,2.1,1178.4,432.7,30
pull,4.1,2.5,1299.3,721.1,28
pulp,4.6,2.4,1423.1,947.5,30
pulse,4.7,2.3,1726,1066.5,29
pump,4.8,2.3,1463.1,788.7,31
pun,2.6,2,1227.8,611.1,31
punch,5,2.1,1375,878.7,31
punk,4.3,2.4,1459.5,1041.4,29
punt,3.9,2.5,1217.6,582.8,26
pup,6,2,1070.7,433,30
pure,3.7,2.2,1487.5,1019.7,31
purge,3.6,2.1,1356.3,543.9,30
purr,4.6,2.3,1286,454.7,30
purse,6.5,1.2,1216.8,584.6,31
pus,3.8,2.5,1445.9,833.9,31
push,4.1,2,1563.5,770.7,31
put,2.2,1.7,1420.1,1121.2,29
putt,4,2.4,1670.7,949.6,29
pyre,2.4,1.9,1628.5,1165.9,29
quack,4.3,2.2,1638.2,741.7,30
quad,3.2,2.3,1842.8,1165.9,30
quail,5.7,2.1,1273.4,804.9,29
quaint,2.4,1.8,1745.4,1354.1,30
quake,4.9,2.1,1561,864,30
qualm,1.8,1.7,1276.2,594.7,31
quart,5,2,1613.4,1128.6,31
quartz,5,2.3,1490.8,795.8,31
quay,1.9,1.5,1309.5,855.4,30
queen,6.6,0.9,1197.7,570.9,29
queer,4,2.3,1784.8,738,29
quell,2,1.5,1436.3,864.3,30
quench,3.3,2.1,1632.7,1128.7,30
quest,4,2,1533.7,904.3,30
queue,1.5,1.1,1729.1,1113,30
quick,2.9,1.8,1486.6,647.8,29
quill,4.9,2.1,1365.9,683.8,29
quilt,6.7,0.8,1292.4,555,31
quip,1.8,1.5,1454.4,894,29
quirk,2.6,2,1648.2,1054.5,29
quit,2.9,2.1,1729.5,801.6,31
quite,2.5,2.1,1268,755.7,27
quiz,4.8,2.3,1466.8,592,29
quote,3.9,2.5,1199.5,498.4,31
race,5.1,2.1,1658.8,868.3,29
rack,5.3,2.1,1317.1,575,29
raft,6,1.4,1159.6,438.9,29
rag,6.3,1.5,1493.3,1110,30
rage,3.6,2.4,1325.4,726.7,29
raid,3.4,2.3,1692.4,1220.2,28
rail,5.6,2,1305.7,754.2,30
rain,6.3,1.6,1118.5,864.4,30
raise,4,2.4,1329.3,478.2,29
rake,6.2,1.4,1061,385.6,30
ram,5.3,2.1,1304,847,31
ramp,5.5,2.2,1382.9,683.5,31
ran,4.3,2.1,1579.6,943.8,29
ranch,5.8,2.1,1113.3,517.5,31
rang,3.4,2.2,1577.9,792.9,31
range,3.5,2.3,1592.7,837.4,30
rank,3.4,2.4,1515.4,932.1,29
rant,2.6,1.9,1505.3,967.4,31
rap,4.3,2.4,1770.9,1104.2,31
rape,4.8,2.2,1649.3,874.9,28
rapt,2.4,1.8,1340.3,1138.1,31
rare,2.5,1.9,1717.6,1489.4,28
rash,5.5,2,1433.2,1167.9,31
rasp,2.8,2,1328.6,759.7,31
rat,6.8,1,908.7,297,31
rate,2.6,1.8,1447.5,715.1,29
rave,3.9,2.3,1435.3,883.7,30
raw,4.3,2.3,1572.1,900.5,30
ray,4.3,2.4,1633.1,935.1,30
rays,4.2,2.2,1514.1,760.4,29
reach,4.3,2.2,1348.1,758.4,30
realm,2.7,2,1505.4,871.7,31
ream,2.2,1.8,1448.7,1308,31
reap,3,2.1,1413.3,775.2,30
rear,4.5,2.1,1569.4,971.9,31
red,6,2.1,1095.1,436.1,31
reed,3.9,2.3,1486.6,1039.7,29
reef,4.3,2.4,1631.7,1033.4,29
reek,3,2.3,1532.9,1074.4,31
reel,5,2.2,1645.7,1024.6,28
reign,2.8,2.1,1628.5,805.9,30
rein,3.7,2.4,1755.6,1434.1,30
rend,1.6,1,1440.3,848.3,29
rent,4,2.1,1508.6,872.4,26
rest,3.8,2.3,1476.3,798.5,31
retch,2.8,2,1434.7,764.2,31
rev,1.9,1.4,1574,924.2,29
rhyme,3.7,2.4,1451.9,1121.3,30
rib,6.5,1.2,1202.5,493.3,30
rice,6.8,0.8,1362.8,1333.1,31
rich,4.3,2.3,1359.6,668.6,31
rid,2.2,1.6,1628.4,1293.6,30
ride,4.6,2,1335.5,837.6,30
ridge,4.9,2,1385.1,692.1,29
rift,3.3,2.3,1579.1,960.8,31
rig,4,2.2,1883.1,1190.8,30
right,3.6,2.5,1609.4,1014.8,31
rile,1.7,1.3,1611.6,955.6,29
rim,4.7,2.3,1426.6,646.5,28
rind,3.4,2,1502.5,798.3,30
ring,6.2,1.6,1383,1130.6,29
rink,4.2,2.5,1717.2,1193.3,29
rinse,4,2.1,1569.8,1234.8,30
rip,4.7,2,1396.7,925.8,30
ripe,4.7,2.2,1282.4,644.2,31
rise,3.3,2.1,1386.7,979.3,31
risk,2.4,1.8,1507.8,741.1,30
rite,2.1,1.4,1458.1,829.3,31
roach,6.6,1.2,1045.5,392.5,30
